case,bytes,category,profile,mode,engine,strict_all_six,strict_configurable_five,ns,round_min_ns,round_max_ns,speed_relative_to_v2
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,v1,no,yes,855.6893504149964,853.0011234663718,860.4182356858906,0.4000573847884702
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,md4c,no,yes,1951.5132877055116,1931.0170868529608,1959.2601504621111,0.17541507192136835
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,pulldown-cmark,no,yes,1037.3684927605232,1035.9103148301574,1043.3024251710003,0.32999348457886324
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,bun,no,yes,2171.411893946517,2169.412085480292,2172.8297893904,0.15765080990516114
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,v2,no,yes,10216.24644308943,10202.342483722237,10241.652600418165,1.0
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,ox-content,no,yes,11233.253069196428,11141.973174778761,11245.35399070946,0.9094646386187266
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,v1,no,yes,13826.529704670329,13811.884787087913,13836.31662087912,0.7388872451225837
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,md4c,no,yes,24760.83792892157,24745.68504901961,24848.83057598039,0.4125969594573566
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,pulldown-cmark,no,yes,21086.176041666666,21045.703125,21210.132150423728,0.4844997226098247
rust-book-ch00-00-introduction,10839,technical-docs,gfm,fresh,bun,no,yes,53137.668619791664,53029.73046875,53268.20182291667,0.19225996752300656
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,v2,no,yes,3027.659226190476,3026.677412052715,3100.870923212048,1.0
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,ox-content,no,yes,5112.388377982141,5059.849504283254,5189.958376556016,0.5922201136419711
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,v1,no,yes,5841.30648228646,5827.592078488372,5939.178539691943,0.5183188444865439
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,md4c,no,yes,12850.97799744898,12813.888392857141,13097.364583333332,0.23559757294670416
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,pulldown-cmark,no,yes,9583.576812977099,9536.182322388966,9743.695163933806,0.3159216318995565
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,fresh,bun,no,yes,27088.51234389454,26663.637058122782,27418.53464673913,0.11176912145464783
vue-docs-slots,24211,technical-docs,gfm,fresh,v2,no,yes,16423.928942562372,16273.251420454544,16489.84025493421,1.0
vue-docs-slots,24211,technical-docs,gfm,fresh,ox-content,no,yes,31197.84706554878,31182.313109756098,31504.736328125,0.5264443058540094
vue-docs-slots,24211,technical-docs,gfm,fresh,v1,no,yes,58305.33877840909,56527.71195652174,58821.08238636363,0.2816882516536252
vue-docs-slots,24211,technical-docs,gfm,fresh,md4c,no,yes,84096.91875,83065.470703125,84619.01145833332,0.19529763024239663
vue-docs-slots,24211,technical-docs,gfm,fresh,pulldown-cmark,no,yes,54178.16861979167,53387.88541666667,54664.543478260865,0.30314662457162855
vue-docs-slots,24211,technical-docs,gfm,fresh,bun,no,yes,148786.16840277778,146299.9114583333,149056.13368055556,0.11038612741273969
vite-docs-philosophy,3575,technical-docs,gfm,fresh,v2,no,yes,1963.9344935098381,1925.0494297810242,1966.7225336234665,1.0
vite-docs-philosophy,3575,technical-docs,gfm,fresh,ox-content,no,yes,3244.352217212839,3176.422350888325,3273.1491525039983,0.6053394828989982
vite-docs-philosophy,3575,technical-docs,gfm,fresh,v1,no,yes,3995.794179313099,3934.057418432454,4008.571818583856,0.4915004140296962
vite-docs-philosophy,3575,technical-docs,gfm,fresh,md4c,no,yes,8431.098888422819,8370.315267058166,8466.043683679485,0.23293932611876003
vite-docs-philosophy,3575,technical-docs,gfm,fresh,pulldown-cmark,no,yes,6386.486288265306,6291.342807788945,6396.846460459184,0.30751408597219126
vite-docs-philosophy,3575,technical-docs,gfm,fresh,bun,no,yes,15941.892405063292,15725.634765625,16074.832468658715,0.1231933100292456
vite-docs-api-plugin,31890,reference,gfm,fresh,v2,no,yes,42578.38541666667,42370.91979166667,43682.24676724138,1.0
vite-docs-api-plugin,31890,reference,gfm,fresh,ox-content,no,yes,58862.837357954544,57741.654829545456,60010.61113365801,0.7233491847791934
vite-docs-api-plugin,31890,reference,gfm,fresh,v1,no,yes,61787.72991071429,61334.20163690476,64174.86953125,0.6891074567425299
vite-docs-api-plugin,31890,reference,gfm,fresh,md4c,no,yes,119025.56818181818,118963.66193181818,120491.06392045454,0.35772469787017375
vite-docs-api-plugin,31890,reference,gfm,fresh,pulldown-cmark,no,yes,77182.55974264705,76539.29319852941,78487.0205078125,0.5516581149762008
vite-docs-api-plugin,31890,reference,gfm,fresh,bun,no,yes,152419.05381944444,152224.39236111112,153832.03125,0.2793508052287545
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,v2,no,yes,3223.3840418408618,3197.0940442188744,3254.068160469088,1.0
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,ox-content,no,yes,4747.392877653676,4743.603042140152,4815.0615384615385,0.6789798369150287
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,v1,no,yes,4883.157009258344,4870.313533560311,4897.771160529642,0.6601024779111967
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,md4c,no,yes,10871.67841547976,10848.445646317467,11082.64767699115,0.2964936892588002
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,pulldown-cmark,no,yes,8124.59694438626,8053.193409455128,8145.673353681681,0.39674387097664937
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,bun,no,yes,22677.362723214283,22406.994140625,22794.79136059253,0.14214104528747337
typescript-handbook-compiler-options,54026,reference,gfm,fresh,v2,no,yes,19415.013701923075,19343.12908653846,19461.618509615386,1.0
typescript-handbook-compiler-options,54026,reference,gfm,fresh,ox-content,no,yes,23872.86261792453,23825.582252358494,24024.367901850506,0.8132670979870527
typescript-handbook-compiler-options,54026,reference,gfm,fresh,v1,no,yes,57212.97940340909,57095.45608942688,57290.42400568182,0.3393463144967104
typescript-handbook-compiler-options,54026,reference,gfm,fresh,md4c,no,yes,103956.09224759616,102465.84495192308,103977.04326923077,0.18676167295401602
typescript-handbook-compiler-options,54026,reference,gfm,fresh,pulldown-cmark,no,yes,45189.96484375,44941.173549107145,45651.111607142855,0.4296310866594593
typescript-handbook-compiler-options,54026,reference,gfm,fresh,bun,no,yes,135873.3734375,135368.2296875,136036.328125,0.1428904958398912
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,v2,no,yes,687.5181720323415,686.9754876360646,690.611169470551,1.0
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,ox-content,no,yes,1402.5012368751336,1400.1690506779125,1404.5693104381833,0.4902086029985812
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,v1,no,yes,2008.070381742621,1997.3875299520766,2020.6830400136237,0.3423775273432932
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,md4c,no,yes,3721.597840264285,3712.3176887631025,3749.909420381202,0.18473736323522752
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,pulldown-cmark,no,yes,2435.230662166262,2433.0178408260235,2436.561405642023,0.2823215815707408
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,bun,no,yes,4541.965468132411,4538.722882699276,4558.462632714001,0.15137018915184283
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,v2,no,no,24485.83984375,24412.3074860954,24512.75977446267,1.0
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,ox-content,no,no,43861.35075431035,43707.30010775862,44304.4854525862,0.558255489688578
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,v1,no,no,67276.89884868421,66743.31907894736,67893.36595394736,0.36395613149206396
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,md4c,no,no,117687.55965909091,116841.85653409091,120119.67329545454,0.2080580132231382
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,pulldown-cmark,no,no,97265.27403846153,96405.39903846153,98391.12620192308,0.25174287623008784
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,bun,no,no,259605.209375,258728.3875,264721.74375,0.09431952426031705
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,v2,no,yes,1213.4984136018402,1209.3907840045194,1218.886827487116,1.0
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,ox-content,no,yes,2572.5074637960533,2551.142717919223,2592.4710517418384,0.47171813130958734
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,v1,no,yes,5567.806666666667,5532.663100975596,5574.273680555556,0.21794909310820898
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,md4c,no,yes,6322.693872614334,6309.755340782194,6359.26269035533,0.1919274344212521
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,pulldown-cmark,no,yes,4268.792286101727,4233.162275251947,4271.659716519313,0.2842720686018692
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,bun,no,yes,7275.617823401162,7263.283954286531,7285.659702034884,0.16678974116792755
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,v2,no,no,39864.4609375,38330.610795454544,40860.40372983871,1.0
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,ox-content,no,no,78615.6826171875,77268.57444852941,79728.0283203125,0.5070802619830532
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,v1,no,no,152987.6302083333,151833.84027777778,156523.599609375,0.26057309916634397
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,md4c,no,no,188608.53794642858,184421.50223214284,188881.79017857142,0.21136085021147294
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,pulldown-cmark,no,no,154448.92881944444,152313.00694444444,155609.23090277775,0.25810772041095076
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,bun,no,no,349772.94921875,341924.96875,350974.93359375,0.11397239559703211
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,v2,no,yes,969.0972962320387,968.8954442352842,971.3733785254642,1.0
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,ox-content,no,yes,2014.4778419478012,2004.1149088541665,2025.5682289126057,0.4810662475666733
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,v1,no,yes,3532.075155732554,3497.0884689245813,3537.2509710451977,0.27437051973800586
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,md4c,no,yes,5288.73562763713,5263.07549894958,5330.737499999999,0.18323799192530374
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,pulldown-cmark,no,yes,3564.291926299251,3540.750944662177,3579.231976511033,0.2718905511306526
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,bun,no,yes,6653.471520829815,6648.804760057836,6701.224097593583,0.14565288108592878
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,v2,no,no,84634.071875,84185.11354166667,85064.32291666667,1.0
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,ox-content,no,no,168073.240234375,166139.16015625,168384.439453125,0.5035547107735852
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,v1,no,no,258908.590625,256286.065625,258948.696875,0.326887847447221
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,md4c,no,no,356012.0390625,355561.5234375,357949.8671875,0.2377281175599289
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,pulldown-cmark,no,no,296135.028125,294784.765625,296321.35625,0.285795545399903
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,bun,no,no,670555.328125,668576.8203125,673702.46875,0.1262148973025879
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,v2,no,yes,1718.9367238929492,1714.9753097576902,1723.0548511241286,1.0
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,ox-content,no,yes,3784.2108598255973,3771.184272198335,3788.363734350682,0.45423914986919356
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,v1,no,yes,10032.481078789042,10024.15625,10036.697875,0.1713371508397035
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,md4c,no,yes,9586.533071234586,9576.912333015267,9611.072103457134,0.17930744212950164
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,pulldown-cmark,no,yes,7020.254768121116,6989.972795429858,7024.662096869115,0.2448538950037281
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,bun,no,yes,14247.558771306818,14237.630149147728,14318.15234375,0.12064780721274992
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,v2,no,no,44169.89978448276,43360.26510416667,44945.614397321435,1.0
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,ox-content,no,no,94517.29910714287,93142.02008928571,95689.26674107142,0.46732079949102934
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,v1,no,no,153638.88888888888,153434.24652777775,154960.14236111112,0.2874916637572554
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,md4c,no,no,221085.3958333333,216584.8515625,221504.34114583334,0.19978660109137436
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,pulldown-cmark,no,no,187267.859375,184090.21651785716,188464.84375,0.2358648191520866
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,bun,no,no,406428.05859375,400713.5390625,407618.0,0.10867827368344495
comment-question,160,comments,gfm,reuse,v2,yes,yes,64.84065304844238,64.61426971601003,65.14946544058537,1.0
comment-question,160,comments,gfm,reuse,ox-content,yes,yes,68.64044566752113,68.34162714870965,68.72968637992469,0.94464207535184
comment-question,160,comments,gfm,reuse,v1,yes,yes,104.75517560636618,104.50985401442875,105.44669163938451,0.6189732647873284
comment-question,160,comments,gfm,reuse,md4c,yes,yes,852.0454900155279,846.3815246938125,853.2237249719233,0.07609998974029039
comment-question,160,comments,gfm,reuse,pulldown-cmark,yes,yes,228.88778581081277,226.9559974775047,229.8658916706748,0.2832857717538341
comment-question,160,comments,gfm,reuse,bun,yes,yes,671.9043879041142,665.4102664051841,674.9660417791576,0.09650279744518594
comment-links,278,comments,gfm,reuse,v2,yes,yes,222.42409802050423,222.05426881509916,222.66749096439443,1.0
comment-links,278,comments,gfm,reuse,ox-content,yes,yes,322.10029091330284,321.65428953488936,329.32715928148684,0.6905429901656697
comment-links,278,comments,gfm,reuse,v1,yes,yes,431.4648925237218,428.3186639302596,432.33173153663085,0.5155091454127416
comment-links,278,comments,gfm,reuse,md4c,yes,yes,1362.231139346402,1353.969682203067,1366.847940000227,0.16327926413958152
comment-links,278,comments,gfm,reuse,pulldown-cmark,yes,yes,574.243270829124,573.6350920894579,576.0847841161881,0.3873342698458723
comment-links,278,comments,gfm,reuse,bun,yes,yes,1410.533285034286,1404.550636160292,1412.4775331292053,0.15768794709094563
comment-quote,290,comments,gfm,reuse,v2,yes,yes,151.48537097067378,151.14982853641658,152.40735024649354,1.0
comment-quote,290,comments,gfm,reuse,ox-content,yes,yes,162.00671281268785,161.5159199413137,162.57314881657726,0.9350561365060296
comment-quote,290,comments,gfm,reuse,v1,yes,yes,201.92887489151798,201.40862583690023,202.63062152159188,0.750191724943033
comment-quote,290,comments,gfm,reuse,md4c,yes,yes,1082.807502808345,1081.9591579183925,1084.9484742691861,0.13990055534135548
comment-quote,290,comments,gfm,reuse,pulldown-cmark,yes,yes,427.5746751728001,427.12378399390815,428.8743772605952,0.35428985804515306
comment-quote,290,comments,gfm,reuse,bun,yes,yes,1217.6976783106134,1214.5479368932038,1220.7025439568777,0.12440310404536431
comment-inline-code,285,comments,gfm,reuse,v2,yes,yes,163.2246505586208,161.91808612718665,163.64765983911758,1.0
comment-inline-code,285,comments,gfm,reuse,ox-content,yes,yes,166.1854530268317,162.40816435554373,166.57296418634013,0.982183744640195
comment-inline-code,285,comments,gfm,reuse,v1,yes,yes,371.35508671459934,366.63232087635305,371.74131171757733,0.4395379419807577
comment-inline-code,285,comments,gfm,reuse,md4c,yes,yes,1139.4737230827106,1122.0874801270302,1145.6828227429346,0.1432456468737479
comment-inline-code,285,comments,gfm,reuse,pulldown-cmark,yes,yes,515.0021804543647,508.7866693211548,517.198871927865,0.31693972715729973
comment-inline-code,285,comments,gfm,reuse,bun,yes,yes,1201.5330837799274,1186.881749147978,1207.4876625401957,0.1358469881204844
comment-table,310,comments,gfm,reuse,v2,yes,yes,648.8317656979762,647.0525863607779,649.2154594734841,1.0
comment-table,310,comments,gfm,reuse,ox-content,yes,yes,718.1847805794469,716.0028865785864,720.4764509810473,0.903432909250019
comment-table,310,comments,gfm,reuse,v1,yes,yes,681.6337379690692,677.5982759020509,683.735863056961,0.9518774226627533
comment-table,310,comments,gfm,reuse,md4c,yes,yes,2116.8672309603126,2112.926472400439,2135.9979924648496,0.3065056495789936
comment-table,310,comments,gfm,reuse,pulldown-cmark,yes,yes,883.0876880473376,878.5514620803394,884.7379064349424,0.7347308477741973
comment-table,310,comments,gfm,reuse,bun,yes,yes,1767.7394362671162,1760.4171665885842,1776.9819178107068,0.3670403863750957
comment-incident,1124,comments,gfm,reuse,v2,no,yes,832.0951666289473,826.3224095301333,837.863468584964,1.0
comment-incident,1124,comments,gfm,reuse,ox-content,no,yes,956.6165227289889,953.4657405460689,968.8556854824183,0.8698314809106441
comment-incident,1124,comments,gfm,reuse,v1,no,yes,1015.8163544027927,1011.9779061643403,1021.4253216911765,0.8191393680781437
comment-incident,1124,comments,gfm,reuse,md4c,no,yes,2738.558021274749,2732.6649495087336,2766.71391039823,0.30384427138834985
comment-incident,1124,comments,gfm,reuse,pulldown-cmark,no,yes,1742.14515041036,1720.5616403026136,1753.9459369861006,0.4776267731956481
comment-incident,1124,comments,gfm,reuse,bun,no,yes,4564.247254064367,4529.366703740583,4589.850904304029,0.18230720649237045
legacy-contributing,9323,technical-docs,gfm,reuse,v2,no,yes,7126.9309765625,7064.842639100489,7164.099642857143,1.0
legacy-contributing,9323,technical-docs,gfm,reuse,ox-content,no,yes,8722.176974826389,8691.87559078852,8814.280496682015,0.8171046055511112
legacy-contributing,9323,technical-docs,gfm,reuse,v1,no,yes,12195.53989684466,12174.820540048544,12258.33696221207,0.5843883121899707
legacy-contributing,9323,technical-docs,gfm,reuse,md4c,no,yes,23250.67476851852,23039.216477272726,23379.135127314818,0.30652576957518607
legacy-contributing,9323,technical-docs,gfm,reuse,pulldown-cmark,no,yes,17947.144642857143,17752.054137323943,18030.878125,0.3971066773231237
legacy-contributing,9323,technical-docs,gfm,reuse,bun,no,yes,41768.55520833333,41416.24349798387,41850.240625,0.17062909983394856
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,v2,no,yes,1356.7108188720174,1351.9066722972973,1357.6969555739793,1.0
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,ox-content,no,yes,1829.311172558972,1825.7494861862351,1829.5408886809892,0.7416511959384978
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,v1,no,yes,2842.9672940340906,2837.831597222222,2855.1283533105025,0.4772164708750071
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,md4c,no,yes,5463.44787117904,5457.799570735238,5472.087677401747,0.24832502311022
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,pulldown-cmark,no,yes,3567.990933948864,3555.1172506257244,3570.3034400695633,0.38024502976258445
