case,profile,mode,baseline_ns_per_document,candidate_ns_per_document,baseline_over_candidate_median,baseline_over_candidate_min,baseline_over_candidate_max,pairs,round_medians
scan-dense-escapes,commonmark,fresh,5722.275152439024,5723.942454268293,0.9997087144319515,0.9916603960443312,1.0279216728038845,3,[0.9997087144319515]
scan-dense-escapes,commonmark,reuse,5575.612867647059,6261.927083333333,0.9835135151517507,0.8903988809590326,0.9892612022837661,3,[0.9835135151517507]
scan-dense-escapes,commonmark,parse,3538.279135338346,3552.4976325757575,0.9977117573601799,0.9880110710744734,1.0040737626243186,3,[0.9977117573601799]
scan-dense-escapes,commonmark,render,1939.119576446281,1923.491931352459,1.0081246221203712,0.9876783706452472,1.0145799349365134,3,[1.0081246221203712]
scan-dense-entities,commonmark,fresh,17980.034722222223,18098.056490384617,0.9929111858518457,0.9892712515281189,1.008878404756633,3,[0.9929111858518457]
scan-dense-entities,commonmark,reuse,17421.055555555555,17542.48726851852,0.9944365750528541,0.9777441744491783,0.9984009407487588,3,[0.9944365750528541]
scan-dense-entities,commonmark,parse,15543.011088709678,15601.772177419354,0.993333174325504,0.9910778915170225,0.996233691401114,3,[0.993333174325504]
scan-dense-entities,commonmark,render,1972.4921218487395,1969.57269874477,0.9985348988652206,0.9924781877582491,1.004187709946266,3,[0.9985348988652206]
scan-malformed-entities,commonmark,fresh,8823.109953703704,8826.123842592593,1.0010299286459035,0.9856783778142373,1.007521965979029,3,[1.0010299286459035]
scan-malformed-entities,commonmark,reuse,8689.597800925925,8655.160795454545,1.005631897231059,0.9995852210860684,1.0096063796000965,3,[1.005631897231059]
scan-malformed-entities,commonmark,parse,5681.365963855422,5627.991815476191,1.0094836933188958,1.0021428182372956,1.0113782875497057,3,[1.0094836933188958]
scan-malformed-entities,commonmark,render,2894.523197852761,2912.9140139751553,0.9925533423919484,0.9841041977611087,0.9936864541712658,3,[0.9925533423919484]
scan-mdx-links,mdx,fresh,15113.97265625,14010.569852941177,1.063937600452652,1.0563883115616943,1.1014197054146617,3,[1.063937600452652]
scan-mdx-links,mdx,reuse,14745.0361328125,13761.049107142857,1.0715052332135704,1.0407710737792104,1.0780880841941038,3,[1.0715052332135704]
scan-mdx-links,mdx,parse,12743.630067567568,11751.628125,1.084071743634457,1.0813954423523418,1.1075104481375455,3,[1.084071743634457]
scan-mdx-links,mdx,render,1867.2340029761904,1847.1539124015749,1.0108708269732154,0.9930917513706635,1.0210726549582563,3,[1.0108708269732154]
scan-extension-links,extensions,fresh,4501.661607142857,4433.569280660377,1.018089229627213,1.0152992804853083,1.0201118313621402,3,[1.018089229627213]
scan-extension-links,extensions,reuse,4027.1434294871797,3976.3858580508477,1.00220621834422,0.9963678809762159,1.033760385730381,3,[1.00220621834422]
scan-extension-links,extensions,parse,3469.4489889705883,3432.2347171532847,1.0155472078722707,1.0075531967386058,1.0229910185429476,3,[1.0155472078722707]
scan-extension-links,extensions,render,485.8835168393782,473.733428030303,1.0236567246714514,1.0177372254694754,1.03231637972947,3,[1.0236567246714514]
