case,bytes,category,profile,mode,engine,strict_all_six,ns,round_min_ns,round_max_ns,speed_relative_to_v2
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,ox-content,no,92541.85267857143,92116.58147321429,92600.30580357143,0.9257602733640867
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,v1,no,146239.8020833333,145392.79513888888,148985.96701388888,0.5858293680164736
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,md4c,no,182055.33928571426,180448.84598214284,182356.49330357142,0.47057983121759456
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,pulldown-cmark,no,168516.111328125,167675.78125,170086.181640625,0.5083880120311969
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,bun,no,381134.59765625,380985.67578125,381862.140625,0.22478035675628058
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,v2,yes,12147.457675970873,11973.59255952381,12202.284435679612,1.0
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,ox-content,yes,12298.215533088234,12226.783828883494,12328.552696078432,0.9877414852006985
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,v1,yes,12649.772411616163,12566.71875,12673.453125,0.9602906108267988
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,md4c,yes,45405.13392857143,45116.60658482143,45684.47712053571,0.2675348936329647
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,pulldown-cmark,yes,38613.438920454544,38458.66903409091,38692.452178030304,0.31459144835545966
wiki-tea-plain-prose,40577,plain-prose,commonmark,reuse,bun,yes,207789.76078869047,207772.6919642857,207910.11123511905,0.05846032850638919
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,v2,no,1959.2133696192743,1954.0160888671876,1964.4202824951697,1.0
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,ox-content,no,2214.980979656918,2185.5992679195806,2227.6632888017148,0.8845283041314153
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,v1,no,3409.3521534490824,3380.143243243243,3420.016137295082,0.5746585513723567
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,md4c,no,5077.657123798592,5057.974231350807,5122.918289718551,0.3858498756122367
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,pulldown-cmark,no,4005.256053455497,3979.4374503968256,4030.9708469034326,0.48916057886710673
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,reuse,bun,no,7265.824512283238,7222.977999281609,7310.050962936047,0.2696477689912723
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,v2,no,6286.895074199121,6284.534704773869,6385.202405097509,1.0
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,ox-content,no,7107.07412997159,7085.926553672316,7187.944666974548,0.8845968058341123
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,v1,no,10228.647821079901,10205.776676829268,10324.508505791899,0.6146359894455116
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,md4c,no,15239.015034987511,15234.665097891568,15590.181327160493,0.41255258688077495
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,pulldown-cmark,no,13078.7353515625,13076.1650390625,13291.857913983764,0.48069594690957895
wiki-chess-lead,4125,encyclopedia,commonmark,reuse,bun,no,25339.700624999998,25023.879999999997,25580.622767857145,0.24810455211126323
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,v2,no,176784.017578125,174585.611328125,177993.1640625,1.0
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,ox-content,no,191697.73214285716,188453.3125,192447.171875,0.9222019248844417
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,v1,no,242006.9453125,241254.3411458333,243306.9661458333,0.7304915044890402
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,md4c,no,354461.91796875,348747.88671875,356734.5390625,0.4987390989452091
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,pulldown-cmark,no,318391.6015625,317777.671875,324468.26171875,0.5552408314495771
wiki-chess-article-body,113609,encyclopedia,commonmark,reuse,bun,no,741303.390625,740490.234375,747604.4921875,0.23847728179022182
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,v2,yes,28449.006336805556,28138.83090277778,28449.120438762628,1.0
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,ox-content,yes,28495.20695233586,28430.45703125,28512.014914772728,0.9983786530974286
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,v1,yes,30054.81175595238,30043.01525297619,30273.003348214283,0.9465707710237515
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,md4c,yes,96221.60456730769,95708.14732142858,97259.81610576923,0.29566131706840615
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,pulldown-cmark,yes,81961.791015625,81768.06640625,82802.6943359375,0.3471008378938682
wiki-chess-plain-prose,80966,plain-prose,commonmark,reuse,bun,yes,427576.609375,422709.421875,430064.2395833334,0.06653545987557696
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,v2,no,3663.830014384079,3654.7332115098543,3683.9518382352944,1.0
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,ox-content,no,4193.216227785291,4165.159273774917,4210.672496073712,0.8737517493389995
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,v1,no,8684.766960757901,8684.526219019397,8742.061536336927,0.4218685464951548
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,md4c,no,9340.82546123549,9267.425828056917,9352.869519589553,0.3922383551206482
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,pulldown-cmark,no,7691.562020705522,7659.842701981707,7762.868105278545,0.47634407738260787
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,reuse,bun,no,15403.907774390245,15388.386051829268,15438.476171992623,0.2378506849070712
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,v2,no,4886.787414550781,4884.325622558594,4953.733367986934,1.0
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,ox-content,no,5567.103611111112,5549.72049625123,5587.707449776786,0.8777971016737464
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,v1,no,10346.90218233471,10287.205430327867,10421.310807291666,0.472294734060017
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,md4c,no,12762.80019583591,12701.961016414141,12801.478794642859,0.38289304381221784
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,pulldown-cmark,no,10758.168669871795,10750.233840811965,10864.415167025862,0.45423970979709666
wiki-volcano-lead,4232,encyclopedia,commonmark,reuse,bun,no,23740.455483490565,23667.280955188682,23824.783903301886,0.20584219278981902
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,v2,no,100335.08653846153,99746.84495192308,103565.30408653847,1.0
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,ox-content,no,109849.06640625,109250.9765625,110320.20442708334,0.9133904349027115
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,v1,no,151603.58680555556,151139.46701388888,153018.44618055556,0.661825281661375
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,md4c,no,212541.7760416667,212412.6484375,212930.33854166666,0.4720723069463381
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,pulldown-cmark,no,197140.4375,195940.56696428574,197469.12276785716,0.508952337789458
wiki-volcano-article-body,69241,encyclopedia,commonmark,reuse,bun,no,440856.765625,440295.5729166666,445630.4270833334,0.227591123380441
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,v2,yes,15491.349207693467,15484.101658950618,15596.997299382716,1.0
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,ox-content,yes,15701.651953125,15438.829823471846,15833.786590189873,0.9866063299543666
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,v1,yes,17243.328981164384,17101.817778716217,17244.051369863013,0.8983966625362957
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,md4c,yes,54828.23845108696,54482.729704483696,55195.96331521739,0.28254325955617776
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,pulldown-cmark,yes,48053.48929398148,47418.13715277778,48182.316706730766,0.3223771974792619
wiki-volcano-plain-prose,47303,plain-prose,commonmark,reuse,bun,yes,241844.9453125,239366.1015625,243670.6822916667,0.06405488106305599
